,,,logFC,logCPM,PValue,FDR
XLOC_005123,,,1.13252515743193,5.66497147548468,0.246747908297997,1
XLOC_003492,,,-0.370566045163917,8.30895170514618,0.246920646567908,1
XLOC_005926,,,0.784490893128754,6.42015131002381,0.247928608959043,1
XLOC_002616,GGA3,NM_001031108,-0.717454089107742,6.42014600919405,0.247928608959043,1
XLOC_003410,ENPP2,NM_001198662,-0.717454089107742,6.42014600919405,0.247928608959043,1
XLOC_000893,AKAP17A,NM_001195550,-0.93770325167943,5.83512283328255,0.248393072640552,1
XLOC_005477,,,-0.609152362999581,6.83507395111449,0.24880559756686,1
XLOC_000727,,,-0.779456402283126,6.30909421027638,0.24916825825079,1
XLOC_000303,RAP1GAP,NM_204843,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_001102,BBS4,NM_001277458,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_001958,C16ORF5,NM_001277612,3.71631715925011,3.2502266160577,0.250016386418604,1
XLOC_002172,NIPSNAP1,NM_001277515,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_003136,BAMBI,NM_001195401,3.71631715925011,3.2502266160577,0.250016386418604,1
XLOC_003208,SNRK,NM_001199702,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_003436,TSTA3,NM_001277448,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_003803,GFRA2,NM_205101,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_005251,AGA,NM_001006445,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_005375,LOC422926,NM_001165913,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_005701,METTL15,NM_001199422,3.71631715925011,3.2502266160577,0.250016386418604,1
XLOC_006328,EXOSC3,NM_001199516,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_007046,PLS1,NM_205347,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_007137,ANAPC13,NM_001277482,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_007165,EPHA4,NM_204781,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_007799,RNF170,NM_001177737,3.71631715925011,3.25022553477313,0.250016386418604,1
XLOC_000182,CHADL,NM_001252276,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_000457,ABCC4,NM_001030819,-3.68476355528572,3.25022321825761,0.250016386418604,1
XLOC_000752,LOC425137,NM_001278080,-3.68476355528572,3.25022321825761,0.250016386418604,1
XLOC_000891,CD99,NM_001198651,-3.68476355528572,3.25022321825761,0.250016386418604,1
XLOC_001402,MIR6667,NR_105536,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_002553,ARMC7,NM_001278001,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_002853,NRP1,NM_204782,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_003596,GHRH,NM_001040464,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_003865,RHD,NM_204467,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_004821,PELI1,NM_001012872,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_004881,PREPL,NM_001031053,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_004958,TRMT11,NM_204368,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_005199,PDGFC,NM_204721,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_005436,DACH2,NM_204795,-3.68476355528572,3.25022321825761,0.250016386418604,1
XLOC_005462,XIAP,NM_204588,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_006442,IKZF5,NM_001031595,-3.68476355528572,3.25022445189198,0.250016386418604,1
XLOC_007718,LIFR,NM_204575,-3.68476355528572,3.25022321825761,0.250016386418604,1
XLOC_007784,NFIL3,NM_204618,-3.68476355528572,3.25022321825761,0.250016386418604,1
XLOC_007725,HMGCS1,NM_205411,-0.741352288209659,6.56895312268471,0.250117268600254,1
XLOC_000294,,,0.465866380574048,8.10851006111506,0.250366308765791,1
XLOC_002265,LOC427708,NM_001277879,-0.464237249532827,7.52315986188788,0.250410435949909,1
XLOC_006686,DBI,NM_204576,0.676534507358759,6.83524210267253,0.25056908645125,1
XLOC_003669,,,0.784490893128754,6.42017165932732,0.250588937593798,1
XLOC_004742,,,0.292882672311854,8.95085071316788,0.250854914817399,1
XLOC_004424,TIMM44,NM_001286163,0.676534507358759,6.83519342099361,0.251558538252039,1
XLOC_005040,ASXL2,NM_001031096,1.37630527938419,5.12728658805348,0.252382414685284,1
XLOC_004293,NKIRAS2,NM_001006333,0.846372592486343,6.30871137066057,0.252488529804631,1
XLOC_001960,,,0.846372592486343,6.30870941963624,0.252605534980793,1
XLOC_000177,,,0.327233596202331,8.54788397776408,0.253687516870657,1
XLOC_001476,CMTM3,NM_001001778,-0.609152362999581,6.83524162621817,0.253837430544848,1
XLOC_006928,ELOVL1,NM_001012598,0.612151800964398,7.15678114217871,0.258741701067992,1
XLOC_005613,IMMT,NM_001006462,0.341838253356274,8.35210527917393,0.260192898832736,1
XLOC_003957,SRSF10,NM_001030906,-0.482252963801708,7.47287420998144,0.261066161856408,1
XLOC_005030,LAPTM4A,NM_001031092,-0.57470249611348,6.91315645167258,0.261219923581965,1
XLOC_004189,TMEM183A,NM_001278156,0.846372592486343,6.30923377405889,0.261648832223702,1
XLOC_000498,HSPH1,NM_001159698,-0.434896522935283,7.87421664231415,0.262585053624986,1
XLOC_004611,,,-0.57470249611348,6.91302985722576,0.262800790755527,1
XLOC_002997,TDP2,NM_001276384,0.903210683317437,5.98719296929133,0.263280937650035,1
XLOC_005016,RNASEH1,NM_204998,0.903210683317437,5.98719296929133,0.263280937650035,1
XLOC_002493,JMJD6,NM_001030703,-0.836668404217288,5.98718864255299,0.263280937650035,1
XLOC_005267,AGPAT9,NM_001031145,-0.836668404217288,5.9871872571141,0.263280937650035,1
XLOC_006565,MIR128-1,NR_031441,-0.836668404217288,5.98718740938848,0.263280937650035,1
XLOC_005339,DHX15,NM_001031159,-0.378746077794774,8.17279285575298,0.263387257185413,1
XLOC_003144,VIM,NM_001048076,0.564340593200893,7.28006723930017,0.264291881262435,1
XLOC_005468,,,0.64214048197874,6.91348479024493,0.26434571266693,1
XLOC_001727,,,-0.413520866696052,7.81536265617631,0.264673040766211,1
XLOC_001940,C16ORF45,NM_001277574,0.731540520603074,6.52324707058863,0.265082919578736,1
XLOC_001211,,,-0.664402466486367,6.52323945638513,0.265082919578736,1
XLOC_002562,,,-0.664402466486367,6.52323945638513,0.265082919578736,1
XLOC_001643,,,0.335962882556946,8.37984468532894,0.26610920215997,1
XLOC_006959,,,-0.57470249611348,6.91280506107961,0.2668664966996,1
XLOC_000297,C12ORF57,NM_001278146,1.15470649552384,5.36570488295264,0.266914346508522,1
XLOC_002223,RSRC2,NM_001277809,1.15470649552384,5.36570256853769,0.266914346508522,1
XLOC_002333,ZMYND19,NM_204443,1.15470649552384,5.36570349728475,0.266914346508522,1
XLOC_002431,C17H9ORF16,NM_001197034,1.15470649552384,5.365704730646,0.266914346508522,1
XLOC_003078,FZD6,NM_001271931,1.15470649552384,5.365704730646,0.266914346508522,1
XLOC_003255,,,1.15470649552384,5.36570349728475,0.266914346508522,1
XLOC_004025,USP28,NM_001031496,1.15470649552384,5.36570488295264,0.266914346508522,1
XLOC_004453,,,1.15470649552384,5.36570596400831,0.266914346508522,1
XLOC_005402,,,1.15470649552384,5.36570596400831,0.266914346508522,1
XLOC_005446,,,1.15470649552384,5.36570581170155,0.266914346508522,1
XLOC_005582,PGM2,NM_001031383,1.15470649552384,5.36570581170155,0.266914346508522,1
XLOC_000073,ATP6AP1,NM_001252611,-1.08927510590379,5.36569875930532,0.266914346508522,1
XLOC_000328,TBC1D23,NM_001030784,-1.08927510590379,5.36570107371453,0.266914346508522,1
XLOC_000519,,,-1.08927510590379,5.36569875930532,0.266914346508522,1
XLOC_000721,CRY1,NM_204245,-1.08927510590379,5.36569999266253,0.266914346508522,1
XLOC_002080,,,-1.08927510590379,5.36569875930532,0.266914346508522,1
XLOC_002821,,,-1.08927510590379,5.36570215476734,0.266914346508522,1
XLOC_002990,EXOC3,NM_001006384,-1.08927510590379,5.36570092140829,0.266914346508522,1
XLOC_003077,,,-1.08927510590379,5.36570230707373,0.266914346508522,1
XLOC_004482,PEX13,NM_001199421,-1.08927510590379,5.36569875930532,0.266914346508522,1
XLOC_005431,,,-1.08927510590379,5.36569860699933,0.266914346508522,1
XLOC_005740,TOLLIP,NM_001006471,-1.08927510590379,5.36570092140829,0.266914346508522,1
XLOC_005822,,,-1.08927510590379,5.36570107371453,0.266914346508522,1
XLOC_006310,FAM175B,NM_001031241,-1.08927510590379,5.36569999266253,0.266914346508522,1
XLOC_007655,,,-1.08927510590379,5.36569752594917,0.266914346508522,1
XLOC_007805,CAST,NM_001137650,-1.08927510590379,5.36569860699933,0.266914346508522,1
XLOC_002712,SUPT4H1,NM_001257286,1.15470649552384,5.36571745475113,0.267474918707281,1
XLOC_005914,ARF6,NM_001081705,-0.664402466486367,6.52323228796869,0.268007294079908,1
XLOC_001772,,,-1.08927510590379,5.36566608882689,0.269605746221674,1
XLOC_002999,CYB5A,NM_001001748,-1.08927510590379,5.36566537866389,0.269660456054139,1
XLOC_003694,TARDBP,NM_001030878,0.499565880236771,7.61988043855005,0.269755511242612,1
XLOC_002609,XYLT2,NM_001001785,2.10034410425058,4.2494728389916,0.269773721729238,1
XLOC_000292,,,0.499565880236771,7.61985982487096,0.269837847328783,1
XLOC_003691,PIK3CD,NM_001012696,3.71631715925011,3.25344984594608,0.269927103823493,1
XLOC_000480,ITM2B,NM_205085,0.564340593200893,7.2804071018702,0.270197556326023,1
XLOC_006542,TNS1,NM_205455,-3.68476355528572,3.25117421796892,0.271275493320958,1
XLOC_006400,HTR7,NM_001174134,-3.68476355528572,3.25117463164049,0.271285328924255,1
XLOC_004998,IRAK1BP1,NM_001278022,-3.68476355528572,3.25117504498625,0.271295157302681,1
XLOC_003975,ACAD8,NM_001278061,-3.68476355528572,3.25117545991991,0.271305023962325,1
XLOC_000685,MIR33,NR_031395,1.37630527938419,5.12804387124721,0.271818606111189,1
XLOC_002214,ATP2A2,NM_001271974,0.543312934817851,7.33778169163144,0.272993384664719,1
XLOC_003526,ARFGAP1,NM_001030857,-0.422424402287629,7.9131014368665,0.273083699665371,1
XLOC_000725,TCP11L2,NM_001001897,3.71631715925011,3.24960976000415,0.273264229803367,1
XLOC_006119,,,1.15470649552384,5.36561187254045,0.273515734955167,1
XLOC_002102,LOC416777,NM_001006182,0.543312934817851,7.33773647280464,0.273554939705448,1
XLOC_000327,DCBLD2,NM_001030783,-0.836668404217288,5.98662943981765,0.274046866718648,1
XLOC_001458,HEATR3,NM_001030569,0.903210683317437,5.98723672965916,0.274196964136901,1
XLOC_003573,MYL9,NM_205278,0.784490893128754,6.42045422164273,0.274742028334804,1
XLOC_000637,,,0.320234122888961,8.69995254813779,0.275495486973926,1
XLOC_002887,BZW2,NM_001006358,0.274370431292248,9.05787705640539,0.275511052502431,1
XLOC_002879,C1GALT1,NM_001012557,-0.836668404217288,5.98740203064939,0.276796168099912,1
XLOC_007611,FOCAD,NM_001195603,-0.836668404217288,5.98740399094251,0.276926752428988,1
XLOC_001591,,,-1.08927510590379,5.36586782995143,0.27734472401519,1
XLOC_001482,GCSH,NM_001004372,-0.836668404217288,5.9872689504558,0.277353958209928,1
XLOC_003125,LMBR1,NM_204172,-0.836668404217288,5.98726896847261,0.27735734990043,1
XLOC_005570,PAICS,NM_205524,-0.246236028770617,9.35153949641983,0.279607971632402,1
XLOC_007591,NDUFAF2,NM_001199230,-3.68476355528572,3.24529274679945,0.279923107083854,1
XLOC_006562,C7H2ORF76,NM_001277872,-3.68476355528572,3.24525359245706,0.280180470034622,1
XLOC_002203,GLT1D1,NM_001030656,1.00400429661679,5.83684584280174,0.280271483144575,1
XLOC_006527,DPP4,NM_001031255,-3.68476355528572,3.24521400944399,0.280440993012193,1
XLOC_006049,EIF2S1,NM_001006477,-0.415981830166051,8.1549755329193,0.280455234326193,1
XLOC_004368,CD320,NM_001044645,-3.68476355528572,3.24517399108317,0.280704731889493,1
XLOC_001589,ITPR1,NM_001174059,-3.68476355528572,3.24513353058521,0.280971743685275,1
XLOC_000980,,,0.263436774253907,9.12477673398241,0.281138357834915,1
XLOC_000620,ZNF277,NM_001195469,-3.68476355528572,3.24509262104613,0.281242086592754,1
XLOC_000401,FANCB,NM_001199100,-3.68476355528572,3.24508068864438,0.281321009359614,1
XLOC_001951,USP7,NM_204471,0.334085304347984,8.25020735094108,0.281628064437473,1
XLOC_006263,,,-1.08927510590379,5.36470025109648,0.281846946799669,1
XLOC_007021,TRA2B,NM_204678,0.427650056865952,8.12493951235956,0.281927788545518,1
XLOC_005499,OSTC,NM_001006442,0.685688914224589,6.61947001108454,0.282459556190597,1
XLOC_004382,UQCR11,NM_001190802,1.15470649552384,5.36555261233547,0.283393750227142,1
XLOC_002183,SNAP29,NM_001030652,1.15470649552384,5.36685616002298,0.284131070790963,1
XLOC_001602,GLT8D1,NM_001198607,1.15470649552384,5.36685747857849,0.28415161173793,1
XLOC_002233,RPL6,NM_204152,0.286038650987502,10.0894029229366,0.284856164587289,1
XLOC_007749,,,-1.08927510590379,5.36424118805145,0.285273254037838,1
XLOC_002160,RPLP0,NM_204987,0.18104408819809,10.2085135368973,0.285314157632223,1
XLOC_003221,,,1.15470649552384,5.36732450782082,0.285761200080096,1
XLOC_001888,GET4,NM_001006159,0.523905043133409,7.39317905520701,0.285781705388825,1
XLOC_004560,,,1.00400429661679,5.83377344858155,0.286082044479873,1
XLOC_004842,BIRC5,NM_001012318,0.821861159679766,6.12469428528611,0.286395301769133,1
XLOC_000460,,,-0.755130753533192,6.12469212042882,0.286395301769133,1
XLOC_001637,,,-0.755130753533192,6.12469088731946,0.286395301769133,1
XLOC_001785,HDAC3,NM_204747,-0.755130753533192,6.12469320127342,0.286395301769133,1
XLOC_006492,,,-0.755130753533192,6.12469443438509,0.286395301769133,1
XLOC_006311,,,-0.618464529111094,6.61948726030106,0.287067854398817,1
XLOC_006690,ACTR3,NM_204307,0.549994296947685,7.47150553257911,0.287198180249694,1
XLOC_006974,JAK1,NM_204870,0.685688914224589,6.6196959804714,0.287679946907466,1
XLOC_004734,,,0.260857461917279,9.14130475081219,0.288159308255005,1
XLOC_007573,SUB1,NM_001008479,-0.349543047650072,8.4854879362965,0.288628878801693,1
XLOC_000904,REV1,NM_001030811,1.5055326233859,4.66526510455492,0.289105511999334,1
XLOC_004142,C26H6ORF89,NM_001012548,1.5055326233859,4.66526170871833,0.289105511999334,1
XLOC_004736,SOX11,NM_205187,1.5055326233859,4.66526510455492,0.289105511999334,1
XLOC_006237,CHST3,NM_205121,1.5055326233859,4.66526633805518,0.289105511999334,1
XLOC_006493,SPATS2L,NM_001008474,1.5055326233859,4.66526294221565,0.289105511999334,1
XLOC_006669,BCS1L,NM_001006520,1.5055326233859,4.66526633805518,0.289105511999334,1
XLOC_007218,SERPINI1,NM_001004411,1.5055326233859,4.66526294221565,0.289105511999334,1
XLOC_002462,PPP6C,NM_001079765,1.5055326233859,4.66526402338488,0.289105511999334,1
XLOC_005491,NR3C2,NM_001159345,1.5055326233859,4.66526278988663,0.289105511999334,1
XLOC_006051,GPHN,NM_001031549,1.5055326233859,4.66526525688419,0.289105511999334,1
XLOC_000360,IFNAR1,NM_204859,-1.44233192887322,4.66526103659122,0.289105511999334,1
XLOC_001558,TPRA1,NM_001030599,-1.44233192887322,4.66525872192944,0.289105511999334,1
XLOC_001689,DNAJC18,NM_001025609,-1.44233192887322,4.66525872192944,0.289105511999334,1
XLOC_002129,SETD1B,NM_001030661,-1.44233192887322,4.66525872192944,0.289105511999334,1
XLOC_002657,KCTD7,NM_001039269,-1.44233192887322,4.66526118892006,0.289105511999334,1
XLOC_002692,DHRS11,NM_204507,-1.44233192887322,4.66526103659122,0.289105511999334,1
XLOC_003150,CYP51A1,NM_001048077,-1.44233192887322,4.66526118892006,0.289105511999334,1
XLOC_003177,DFNA5,NM_001006361,-1.44233192887322,4.66526227008797,0.289105511999334,1
XLOC_004373,ACSBG2,NM_001012846,-1.44233192887322,4.66526103659122,0.289105511999334,1
XLOC_004740,TAF1B,NM_001006416,-1.44233192887322,4.66526227008797,0.289105511999334,1
XLOC_005233,C4H4ORF29,NM_001031134,-1.44233192887322,4.66526227008797,0.289105511999334,1
XLOC_006050,MPP5,NM_001199705,-1.44233192887322,4.66525980309552,0.289105511999334,1
XLOC_006971,MYSM1,NM_001012927,-1.44233192887322,4.66526227008797,0.289105511999334,1
XLOC_007571,TPM2,NM_205446,-1.44233192887322,4.66525980309552,0.289105511999334,1
XLOC_007743,IQGAP2,NM_001277778,-1.44233192887322,4.66526227008797,0.289105511999334,1
XLOC_004397,MUM1,NM_001282239,1.5055326233859,4.66527122578866,0.289159033718908,1
XLOC_004475,RPS27A,NM_001287205,0.277269155682535,9.04006161453222,0.289321376421578,1
XLOC_000094,USP15,NM_204840,-0.51592100424026,7.05743522321046,0.289695100567529,1
XLOC_006663,PSMD14,NM_001031256,0.583453070384829,7.05784532296855,0.289955894758097,1
XLOC_002200,RAN,NM_205258,-0.209864681701163,9.814709449634,0.290654011387253,1
XLOC_002972,DROSHA,NM_001006379,-0.755130753533192,6.12449007203092,0.290680603342356,1
XLOC_006639,RBM45,NM_001031252,-0.755130753533192,6.12471592959025,0.290902055167646,1
XLOC_005885,,,0.821861159679766,6.12488624231684,0.291061541064803,1
XLOC_001152,TRPM7,NM_001177555,-0.440518954439367,7.73108596722118,0.29116526365794,1
XLOC_002026,,,0.327953305632424,8.28012476686482,0.291180553091371,1
XLOC_005788,,,-0.755130753533192,6.1246698951309,0.29171461971681,1
XLOC_005848,,,0.583453070384829,7.05787756886982,0.291807414708015,1
XLOC_000649,CSRP2,NM_205208,-0.755130753533192,6.1245597020121,0.29186515711754,1
XLOC_005534,,,-0.438201767899088,7.44649990215851,0.29188460081016,1
XLOC_001527,ALAS1,NM_001018012,-1.08927510590379,5.36656222820418,0.291964758396225,1
XLOC_003354,ARMC1,NM_001031573,0.821861159679766,6.12490177779923,0.292486566370036,1
XLOC_003201,,,0.319614401091888,8.46054484377995,0.292604004256944,1
XLOC_004489,BUB1,NM_001012870,0.505935131973623,7.4466792720017,0.292683076699449,1
XLOC_003814,,,0.903210683317437,5.98668928183333,0.293363539423054,1
XLOC_001832,TCOF1,NM_001012785,0.309668056248096,8.51080498839386,0.293585144851129,1
XLOC_003232,FKBP9,NM_204847,0.583453070384829,7.05813386042136,0.295782751440191,1
XLOC_004797,USP34,NM_001199416,-0.618464529111094,6.61962307773598,0.297260329881371,1
XLOC_005356,TBC1D14,NM_001252314,-0.618464529111094,6.61962352886703,0.297306362246328,1
XLOC_003045,TERF1,NM_204380,0.821861159679766,6.12461802572782,0.299783958508444,1
XLOC_001161,MESDC2,NM_001030551,-0.578280091833259,6.70962237045028,0.300032983032016,1
XLOC_003676,GNB1,NM_001012835,-0.291283983365796,8.81503809226045,0.301061631391039,1
XLOC_006623,SUMO1,NM_204135,0.458184039219084,7.75309756342151,0.301764652526996,1
XLOC_006773,,,-0.421491353606288,7.49793797463563,0.301809772527909,1
XLOC_000882,MOSPD2,NM_001177517,0.998187002544989,5.57215448102553,0.301837893823292,1
XLOC_001132,,,0.998187002544989,5.57215571433175,0.301837893823292,1
XLOC_001207,,,0.998187002544989,5.57215216671348,0.301837893823292,1
XLOC_001356,,,0.998187002544989,5.57215216671348,0.301837893823292,1
XLOC_001526,EMC3,NM_001198612,0.998187002544989,5.57215571433175,0.301837893823292,1
XLOC_002157,,,0.998187002544989,5.57215571433175,0.301837893823292,1
XLOC_002708,,,0.998187002544989,5.57215556203415,0.301837893823292,1
XLOC_003219,EXOSC7,NM_001252154,0.998187002544989,5.57215448102553,0.301837893823292,1
XLOC_003267,EXOC2,NM_001006376,0.998187002544989,5.57215340001791,0.301837893823292,1
XLOC_003367,STAU2,NM_001030941,0.998187002544989,5.57215571433175,0.301837893823292,1
XLOC_004145,,,0.998187002544989,5.57215340001791,0.301837893823292,1
XLOC_004613,,,0.998187002544989,5.57215556203415,0.301837893823292,1
XLOC_004863,,,0.998187002544989,5.57215556203415,0.301837893823292,1
XLOC_005142,HPRT1,NM_204848,0.998187002544989,5.57215448102553,0.301837893823292,1
XLOC_007147,,,0.998187002544989,5.57215694763901,0.301837893823292,1
XLOC_000422,PDCL3,NM_001030812,-0.932282499789905,5.57215097655309,0.301837893823292,1
XLOC_002388,,,-0.932282499789905,5.57215298626858,0.301837893823292,1
XLOC_002467,FBXW2,NM_001007842,-0.932282499789905,5.572150824256,0.301837893823292,1
XLOC_003151,KRIT1,NM_001030973,-0.932282499789905,5.57215067195892,0.301837893823292,1
XLOC_004136,,,-0.932282499789905,5.57215205755909,0.301837893823292,1
XLOC_004164,,,-0.932282499789905,5.57215067195892,0.301837893823292,1
XLOC_004815,LBH,NM_001031038,-0.932282499789905,5.57215313856591,0.301837893823292,1
XLOC_006338,UBE2D1,NM_001199526,-0.932282499789905,5.57214959095396,0.301837893823292,1
XLOC_007555,ACAA2,NM_001006571,-0.932282499789905,5.57214974325092,0.301837893823292,1
XLOC_000663,NR2C1,NM_204124,-1.44233192887322,4.664140596651,0.30201529410322,1
XLOC_004086,,,-0.932282499789905,5.57214889391652,0.302020900499709,1
XLOC_006017,NDUFS3,NM_001146332,-0.490634917156826,7.12452493193574,0.302091187420073,1
XLOC_003138,YME1L1,NM_001031512,-0.440518954439367,7.73032858243028,0.302349931725604,1
XLOC_002554,NUP85,NM_001006426,0.558207020043986,7.12464543600261,0.30306922330183,1
XLOC_003510,,,-0.932282499789905,5.57208101006506,0.303380202539867,1
XLOC_007574,TARS,NM_001031447,-0.438201767899088,7.44600848322811,0.303581070044202,1
XLOC_007237,SELT,NM_001006557,-0.51592100424026,7.05653569998686,0.303592644652272,1
XLOC_003523,C20H20ORF11,NM_001007871,0.998187002544989,5.57227401589823,0.303694581486284,1
XLOC_004457,AP1M1,NM_001007886,0.305750143524758,8.39340631873315,0.304680825382576,1
XLOC_000761,ARFGAP3,NM_001012539,-0.578280091833259,6.70933641694458,0.305415404339167,1
XLOC_002147,MMP11,NM_001039255,0.398648458579543,8.10839576646143,0.305952648819653,1
XLOC_005925,,,-0.664402466486367,6.52325040936683,0.306408722507921,1
XLOC_004924,NTPCR,NM_001031523,-1.44233192887322,4.665692548755,0.306705498753266,1
XLOC_002677,GLOD4,NM_001282341,0.998187002544989,5.57237596886856,0.306715803736087,1
XLOC_000821,,,0.304951129612496,8.53556499035874,0.307405560459349,1
XLOC_002409,POUV,NM_001110178,-0.254741089691359,9.4470751117744,0.307580260860885,1
XLOC_001159,EFTUD1,NM_001039256,0.754724872241728,6.25022620220744,0.30758393045542,1
XLOC_001486,COTL1,NM_001166325,0.754724872241728,6.25022851606757,0.30758393045542,1
XLOC_000806,ATP6V1A,NM_204974,-0.408164414512077,8.0717055075489,0.308291440909405,1
XLOC_004425,HNRNPM,NM_001030932,-0.236499824439796,9.25013785885055,0.309236292224664,1
XLOC_004789,,,-0.578280091833259,6.70926303408941,0.309653271742401,1
XLOC_006590,ZC3H15,NM_001006510,0.473709579264601,7.54795672382083,0.310051083106174,1
XLOC_003755,EXOSC10,NM_001012730,0.535201979241104,7.18896554074477,0.311738879269455,1
XLOC_003947,HDAC1,NM_204156,0.445989183908341,7.79460661558832,0.311853957347644,1
XLOC_003905,LYPLA2,NM_001162382,0.473709579264601,7.54792314474162,0.312361170952747,1
XLOC_006670,RQCD1,NM_001006521,-0.467593606029875,7.18867401529841,0.312405149228125,1
XLOC_006416,,,0.64557904602738,6.71002813420782,0.312948137668306,1
XLOC_004286,,,0.731540520603074,6.52315503584273,0.313940311394793,1
XLOC_003900,,,0.998187002544989,5.57185356155582,0.314596689105001,1
XLOC_004007,,,-0.717454089107742,6.41775416774151,0.31532349840272,1
XLOC_002264,,,-0.687843165105963,6.24988299563737,0.315531872465208,1
XLOC_005575,,,0.754724872241728,6.25025724618803,0.315641015599262,1
XLOC_006469,ATIC,NM_205178,0.304951129612496,8.53538826233596,0.315873836779611,1
XLOC_000856,,,0.473709579264601,7.54793599519535,0.316200123924477,1
XLOC_001975,GLYR1,NM_001006572,0.558207020043986,7.12563360218442,0.316668079401204,1
XLOC_005001,MTO1,NM_001079764,0.61018297459304,6.79467125484875,0.316684579908578,1
XLOC_003497,ACTR5,NM_001008446,1.5055326233859,4.66567197332665,0.316759707081902,1
XLOC_000906,CHST10,NM_001030343,1.5055326233859,4.66567383178103,0.316895232998713,1
XLOC_003323,TGIF1,NM_205379,0.821861159679766,6.12683394112846,0.317962669457348,1
XLOC_000168,LUC7L2,NM_001030755,-0.467593606029875,7.18870114076138,0.318184398193636,1
XLOC_003435,,,-0.932282499789905,5.57264081809485,0.318291844391265,1
XLOC_003054,MRPL53,NM_001199473,-0.932282499789905,5.57198790817706,0.318876293477524,1
XLOC_002558,MYH10,NM_205474,0.248209824073781,9.11685236989002,0.319099000065861,1
XLOC_004519,,,0.998187002544989,5.57348352422692,0.319891579946684,1
XLOC_005790,VPS18,NM_001199655,-1.44233192887322,4.66526503995229,0.32007907507932,1
XLOC_000231,WNT5B,NM_001037269,0.754724872241728,6.25039394885452,0.32016992910124,1
XLOC_004953,RPS12,NM_001277911,-0.220984027470055,9.80825301784165,0.32037477540078,1
XLOC_004928,,,0.754724872241728,6.25058416932084,0.321097757080334,1
XLOC_005219,,,-0.258191116742981,8.9688959531144,0.321991325660289,1
XLOC_004978,CDC40,NM_001006407,-0.687843165105963,6.25010891594753,0.322467731623828,1
XLOC_001791,RARS,NM_001030607,-0.446508269328581,7.25004450694487,0.322578845506676,1
XLOC_003129,,,1.15470649552384,5.36353185011589,0.323866164646973,1
XLOC_003641,RAE1,NM_001030868,0.514149664735211,7.25024793502221,0.32532997532016,1
XLOC_004275,PHB,NM_001177735,0.379550311952114,7.89470119383555,0.326084569721179,1
XLOC_006412,,,0.341838253356274,8.35176025613907,0.326609897537103,1
XLOC_005504,SLC25A4,NM_001006443,0.514149664735211,7.25068108680716,0.326669995080559,1
XLOC_002253,SPECC1L,NM_001044637,0.698319004166328,6.36570244511821,0.327077893414198,1
XLOC_001483,MPHOSPH6,NM_001277139,-0.631312685175837,6.36570028045098,0.327077893414198,1
XLOC_000227,MTPN,NM_204886,-0.342447243829395,8.1889781554956,0.327172255249187,1
XLOC_005724,C5H11ORF58,NM_204758,0.514149664735211,7.25010289699391,0.32722557700164,1
XLOC_006521,SP3,NM_204603,-0.631312685175837,6.36567436559642,0.327831296068149,1
XLOC_006659,,,-0.399383572911986,7.98497210779071,0.328474614147546,1
XLOC_004934,QKI,NM_204310,0.403535100906709,7.95097506243363,0.328962714180169,1
XLOC_007170,SERPINE2,NM_001083920,0.998187002544989,5.57197707496571,0.329204401263201,1
XLOC_003695,UBIAD1,NM_001030879,-0.631312685175837,6.36562720332139,0.330167258521761,1
XLOC_000461,,,-0.932282499789905,5.57304321610729,0.330998216991985,1
XLOC_005818,ATP6V1D,NM_001277439,0.698319004166328,6.36587433122509,0.331656783258179,1
XLOC_001600,,,-0.456196676860562,7.39338631984196,0.331872310804506,1
XLOC_007672,AKAP2,NM_001204217,0.698319004166328,6.36575003407407,0.332306493178919,1
XLOC_000277,NDUFA9,NM_001006281,0.881116537518229,5.7527266806406,0.332396664062401,1
XLOC_002337,GTF2H4,NM_001012800,0.881116537518229,5.75272559967901,0.332396664062401,1
XLOC_003866,,,0.881116537518229,5.75272559967901,0.332396664062401,1
XLOC_004195,HBXIP,NM_001171886,0.881116537518229,5.75272559967901,0.332396664062401,1
